id,city_name,signup_os,signup_channel,signup_date,bgc_date,vehicle_added_date,vehicle_make,vehicle_model,vehicle_year,first_completed_date,days_to_bgc,days_to_vehicle_add,days_to_first_trip,started_driving
51303,Strark,android web,Paid,2016-01-26,2016-01-28,,,,,,2.0,,,0
51304,Strark,mac,Organic,2016-01-26,,,,,,,,,,0
51305,Berton,,Referral,2016-01-10,,,,,,,,,,0
51306,Berton,windows,Referral,2016-01-11,2016-01-16,2016-02-05,Subaru,Forester,2015.0,,5.0,25.0,,0
51307,Strark,ios web,Referral,2016-01-11,2016-01-15,2016-02-01,Audi,A4,2009.0,,4.0,21.0,,0
51308,Berton,ios web,Referral,2016-01-02,,,,,,,,,,0
51309,Strark,other,Paid,2016-01-23,2016-01-24,2016-01-25,Toyota,RAV4,2006.0,2016-02-03,1.0,2.0,11.0,1
51310,Berton,ios web,Paid,2016-01-29,,,,,,,,,,0
51311,Strark,android web,Organic,2016-01-12,2016-01-12,2016-02-17,Ford,Focus,2013.0,,0.0,36.0,,0
51312,Berton,mac,Paid,2016-01-11,,,,,,,,,,0
51313,Berton,android web,Paid,2016-01-23,2016-02-05,,,,,,13.0,,,0
51314,Strark,windows,Referral,2016-01-11,2016-01-14,,,,,,3.0,,,0
51315,Strark,mac,Organic,2016-01-17,2016-01-21,,,,,,4.0,,,0
51316,Berton,android web,Referral,2016-01-09,2016-01-16,2016-02-09,Nissan,Sentra,2011.0,,7.0,31.0,,0
51317,Strark,android web,Referral,2016-01-08,2016-02-01,2016-02-29,Toyota,Yaris,2012.0,,24.0,52.0,,0
51318,Strark,ios web,Referral,2016-01-22,2016-02-07,,,,,,16.0,,,0
51319,Strark,android web,Organic,2016-01-03,2016-02-19,,,,,,47.0,,,0
51320,Strark,ios web,Paid,2016-01-07,2016-01-07,,,,,,0.0,,,0
51321,Strark,android web,Paid,2016-01-01,,,,,,,,,,0
51322,Strark,ios web,Organic,2016-01-18,2016-02-10,,,,,,23.0,,,0
51323,Berton,ios web,Paid,2016-01-06,2016-01-27,,,,,,21.0,,,0
51324,Strark,android web,Organic,2016-01-12,2016-01-28,,,,,,16.0,,,0
51325,Strark,ios web,Organic,2016-01-28,2016-02-18,,,,,,21.0,,,0
51326,Wrouver,ios web,Referral,2016-01-06,2016-01-24,2016-02-11,Acura,TLX,2006.0,,18.0,36.0,,0
51327,Strark,android web,Paid,2016-01-20,,,,,,,,,,0
51328,Berton,android web,Organic,2016-01-12,2016-01-19,2016-02-17,Toyota,Camry,1998.0,,7.0,36.0,,0
51329,Strark,mac,Referral,2016-01-12,2016-01-15,,,,,,3.0,,,0
51330,Wrouver,other,Paid,2016-01-09,2016-01-12,,,,,,3.0,,,0
51331,Wrouver,windows,Paid,2016-01-28,2016-02-15,,,,,,18.0,,,0
51332,Berton,ios web,Referral,2016-01-05,2016-01-28,,,,,,23.0,,,0
51333,Berton,ios web,Paid,2016-01-06,2016-01-20,,,,,,14.0,,,0
51334,Strark,android web,Paid,2016-01-05,2016-01-18,,,,,,13.0,,,0
51335,Strark,ios web,Organic,2016-01-25,2016-02-02,,,,,,8.0,,,0
51336,Strark,ios web,Referral,2016-01-21,2016-01-26,,,,,,5.0,,,0
51337,Strark,,Referral,2016-01-01,,,,,,,,,,0
51338,Strark,android web,Paid,2016-01-05,2016-02-05,,,,,,31.0,,,0
51339,Strark,mac,Organic,2016-01-16,2016-02-11,2016-02-17,Toyota,Corolla,2015.0,,26.0,32.0,,0
51340,Strark,mac,Paid,2016-01-21,2016-01-21,2016-01-22,Toyota,Prius V,2008.0,,0.0,1.0,,0
51341,Strark,ios web,Referral,2016-01-12,2016-01-13,2016-01-17,Honda,CR-V,2012.0,,1.0,5.0,,0
51342,Strark,android web,Paid,2016-01-16,2016-02-15,,,,,,30.0,,,0
51343,Wrouver,windows,Paid,2016-01-26,2016-02-06,,,,,,11.0,,,0
51344,Berton,android web,Referral,2016-01-21,2016-02-17,2016-02-28,Toyota,Highlander,2015.0,,27.0,38.0,,0
51345,Strark,ios web,Paid,2016-01-26,2016-01-26,,,,,,0.0,,,0
51346,Berton,ios web,Organic,2016-01-11,2016-01-13,,,,,,2.0,,,0
51347,Strark,mac,Referral,2016-01-06,2016-01-16,2016-01-16,Dodge,Grand Caravan,2015.0,2016-01-17,10.0,10.0,11.0,1
51348,Berton,ios web,Referral,2016-01-09,2016-01-26,2016-01-26,Honda,Odyssey,2004.0,2016-02-05,17.0,17.0,27.0,1
51349,Strark,ios web,Organic,2016-01-21,2016-01-22,2016-01-22,Nissan,LEAF,2015.0,2016-01-23,1.0,1.0,2.0,1
51350,Berton,,Organic,2016-01-06,,,,,,,,,,0
51351,Strark,android web,Paid,2016-01-10,,,,,,,,,,0
51352,Strark,,Organic,2016-01-22,2016-02-22,,,,,,31.0,,,0
51353,Strark,,Organic,2016-01-19,2016-01-22,,,,,,3.0,,,0
51354,Strark,android web,Paid,2016-01-20,2016-01-29,,,,,,9.0,,,0
51355,Strark,android web,Referral,2016-01-10,2016-01-28,2016-02-06,Honda,Civic,2016.0,,18.0,27.0,,0
51356,Berton,other,Referral,2016-01-30,2016-02-01,2016-02-12,Chevrolet,Trailblazer,2008.0,2016-02-24,2.0,13.0,25.0,1
51357,Berton,windows,Paid,2016-01-21,2016-02-23,,,,,,33.0,,,0
51358,Strark,ios web,Paid,2016-01-22,,,,,,,,,,0
51359,Berton,,Organic,2016-01-28,,,,,,,,,,0
51360,Strark,ios web,Paid,2016-01-14,2016-01-25,,,,,,11.0,,,0
51361,Strark,other,Referral,2016-01-09,2016-02-04,2016-02-24,Mazda,MAZDA3,2012.0,,26.0,46.0,,0
51362,Strark,android web,Referral,2016-01-21,2016-01-22,2016-01-24,Kia,Soul,2016.0,,1.0,3.0,,0
51363,Strark,windows,Paid,2016-01-07,2016-01-15,2016-01-16,Toyota,4Runner,2005.0,,8.0,9.0,,0
51364,Strark,android web,Organic,2016-01-11,2016-01-23,,,,,,12.0,,,0
51365,Strark,windows,Organic,2016-01-18,2016-02-01,,,,,,14.0,,,0
51366,Strark,windows,Organic,2016-01-20,2016-01-20,2016-01-23,Nissan,Altima,2015.0,,0.0,3.0,,0
51367,Strark,android web,Paid,2016-01-07,,,,,,,,,,0
51368,Strark,other,Paid,2016-01-27,,,,,,,,,,0
51369,Berton,windows,Organic,2016-01-05,2016-01-22,,,,,,17.0,,,0
51370,Strark,mac,Paid,2016-01-11,2016-01-16,2016-01-24,Mazda,CX-9,2015.0,,5.0,13.0,,0
51371,Berton,android web,Paid,2016-01-13,,,,,,,,,,0
51372,Berton,ios web,Organic,2016-01-18,2016-01-20,,,,,,2.0,,,0
51373,Wrouver,ios web,Referral,2016-01-12,2016-01-16,,,,,,4.0,,,0
51374,Strark,android web,Paid,2016-01-07,2016-01-18,,,,,,11.0,,,0
51375,Strark,android web,Referral,2016-01-17,2016-01-22,2016-02-23,Mazda,MAZDA6,2015.0,,5.0,37.0,,0
51376,Strark,android web,Paid,2016-01-23,2016-02-02,,,,,,10.0,,,0
51377,Berton,windows,Paid,2016-01-01,2016-01-05,,,,,,4.0,,,0
51378,Berton,ios web,Referral,2016-01-09,,,,,,,,,,0
51379,Wrouver,android web,Organic,2016-01-23,2016-01-27,,,,,,4.0,,,0
51380,Berton,ios web,Referral,2016-01-22,,,,,,,,,,0
51381,Strark,android web,Paid,2016-01-26,2016-02-26,2016-02-26,Toyota,Tundra,2000.0,,31.0,31.0,,0
51382,Berton,ios web,Organic,2016-01-04,2016-01-05,2016-01-05,Toyota,Sienna,2007.0,2016-01-21,1.0,1.0,17.0,1
51383,Strark,,Organic,2016-01-21,,,,,,,,,,0
51384,Strark,mac,Organic,2016-01-03,2016-01-11,2016-01-22,Kia,Sportage,2012.0,,8.0,19.0,,0
51385,Berton,android web,Paid,2016-01-17,2016-01-24,,,,,,7.0,,,0
51386,Strark,ios web,Paid,2016-01-14,2016-01-30,,,,,,16.0,,,0
51387,Strark,android web,Organic,2016-01-26,,,,,,,,,,0
51388,Strark,ios web,Referral,2016-01-01,2016-01-07,2016-01-12,Toyota,Corolla,2014.0,2016-01-12,6.0,11.0,11.0,1
51389,Strark,,Referral,2016-01-19,,,,,,,,,,0
51390,Berton,android web,Paid,2016-01-06,2016-01-11,,,,,,5.0,,,0
51391,Strark,android web,Organic,2016-01-17,2016-01-23,,,,,,6.0,,,0
51392,Berton,other,Organic,2016-01-07,,,,,,,,,,0
51393,Berton,ios web,Organic,2016-01-07,2016-01-07,2016-01-07,Toyota,Sequoia,2005.0,,0.0,0.0,,0
51394,Strark,ios web,Referral,2016-01-14,2016-01-15,2016-01-15,Kia,Rio,2016.0,2016-01-17,1.0,1.0,3.0,1
51395,Berton,,Referral,2016-01-11,2016-02-08,2016-02-16,Chevrolet,Silverado 1500,2011.0,,28.0,36.0,,0
51396,Berton,android web,Organic,2016-01-25,2016-01-30,,,,,,5.0,,,0
51397,Strark,ios web,Organic,2016-01-30,2016-02-01,,,,,,2.0,,,0
51398,Strark,ios web,Referral,2016-01-09,2016-01-17,,,,,,8.0,,,0
51399,Strark,android web,Paid,2016-01-20,2016-01-30,,,,,,10.0,,,0
51400,Wrouver,android web,Organic,2016-01-28,2016-01-30,,,,,,2.0,,,0
51401,Berton,mac,Organic,2016-01-30,,,,,,,,,,0
51402,Strark,ios web,Referral,2016-01-01,2016-01-09,,,,,,8.0,,,0
51403,Berton,android web,Paid,2016-01-06,2016-01-20,,,,,,14.0,,,0
51404,Strark,mac,Paid,2016-01-04,,,,,,,,,,0
51405,Strark,windows,Paid,2016-01-12,2016-01-22,,,,,,10.0,,,0
51406,Strark,android web,Referral,2016-01-14,2016-01-24,2016-01-28,Kia,Forte,2010.0,2016-01-30,10.0,14.0,16.0,1
51407,Strark,android web,Referral,2016-01-09,,,,,,,,,,0
51408,Berton,other,Paid,2016-01-12,2016-02-05,2016-02-20,Toyota,Prius V,2012.0,,24.0,39.0,,0
51409,Strark,windows,Organic,2016-01-18,2016-01-24,,,,,,6.0,,,0
51410,Wrouver,ios web,Paid,2016-01-07,2016-01-08,,,,,,1.0,,,0
51411,Strark,mac,Organic,2016-01-29,2016-02-06,2016-02-26,Honda,Civic,2014.0,,8.0,28.0,,0
51412,Strark,android web,Organic,2016-01-03,2016-01-06,,,,,,3.0,,,0
51413,Strark,,Referral,2016-01-28,,,,,,,,,,0
51414,Berton,android web,Referral,2016-01-09,2016-01-13,,,,,,4.0,,,0
51415,Berton,windows,Referral,2016-01-14,2016-01-18,,,,,,4.0,,,0
51416,Strark,ios web,Referral,2016-01-03,2016-01-19,2016-01-19,Kia,Forte,2014.0,2016-01-31,16.0,16.0,28.0,1
51417,Berton,,Referral,2016-01-03,2016-01-03,,,,,,0.0,,,0
51418,Berton,ios web,Paid,2016-01-26,2016-01-26,2016-01-26,Honda,Civic,2006.0,2016-01-27,0.0,0.0,1.0,1
51419,Berton,android web,Paid,2016-01-21,2016-02-08,2016-02-29,Nissan,Versa,2015.0,,18.0,39.0,,0
51420,Berton,windows,Paid,2016-01-19,2016-01-23,2016-01-23,Honda,Civic,2012.0,,4.0,4.0,,0
51421,Strark,ios web,Paid,2016-01-16,2016-01-21,,,,,,5.0,,,0
51422,Strark,mac,Referral,2016-01-20,2016-01-29,,,,,,9.0,,,0
51423,Berton,mac,Referral,2016-01-13,,,,,,,,,,0
51424,Strark,ios web,Paid,2016-01-17,2016-01-19,,,,,,2.0,,,0
51425,Strark,mac,Organic,2016-01-27,2016-01-28,,,,,,1.0,,,0
51426,Berton,android web,Paid,2016-01-18,2016-01-28,,,,,,10.0,,,0
51427,Berton,ios web,Referral,2016-01-09,2016-01-09,2016-01-12,Toyota,Camry,2004.0,2016-01-16,0.0,3.0,7.0,1
51428,Strark,mac,Paid,2016-01-29,2016-02-08,,,,,,10.0,,,0
51429,Berton,,Referral,2016-01-05,,,,,,,,,,0
51430,Strark,ios web,Referral,2016-01-16,2016-01-21,,,,,,5.0,,,0
51431,Strark,android web,Referral,2016-01-03,2016-01-06,,,,,,3.0,,,0
51432,Strark,android web,Paid,2016-01-06,2016-01-07,,,,,,1.0,,,0
51433,Berton,other,Referral,2016-01-24,2016-01-25,2016-01-26,Ford,Focus,2013.0,,1.0,2.0,,0
51434,Strark,ios web,Organic,2016-01-26,2016-01-29,,,,,,3.0,,,0
51435,Berton,other,Paid,2016-01-17,2016-01-19,,,,,,2.0,,,0
51436,Strark,,Referral,2016-01-09,,,,,,,,,,0
51437,Strark,ios web,Referral,2016-01-04,2016-01-12,,,,,,8.0,,,0
51438,Berton,android web,Paid,2016-01-09,2016-01-10,,,,,,1.0,,,0
51439,Strark,android web,Paid,2016-01-25,2016-01-26,,,,,,1.0,,,0
51440,Berton,mac,Referral,2016-01-25,2016-01-29,2016-01-29,Kia,Sorento,2011.0,2016-01-29,4.0,4.0,4.0,1
51441,Strark,android web,Paid,2016-01-01,2016-01-01,,,,,,0.0,,,0
51442,Strark,ios web,Paid,2016-01-09,,,,,,,,,,0
51443,Strark,windows,Paid,2016-01-08,2016-01-10,,,,,,2.0,,,0
51444,Strark,ios web,Paid,2016-01-06,2016-02-08,,,,,,33.0,,,0
51445,Strark,mac,Referral,2016-01-12,2016-02-05,,,,,,24.0,,,0
51446,Strark,android web,Referral,2016-01-13,2016-02-09,,,,,,27.0,,,0
51447,Berton,ios web,Paid,2016-01-26,,,,,,,,,,0
51448,Strark,,Referral,2016-01-08,2016-01-18,,,,,,10.0,,,0
51449,Berton,mac,Paid,2016-01-03,2016-01-19,,,,,,16.0,,,0
51450,Strark,other,Organic,2016-01-13,2016-01-18,,,,,,5.0,,,0
51451,Berton,,Organic,2016-01-19,,,,,,,,,,0
51452,Strark,windows,Organic,2016-01-28,2016-02-04,2016-02-23,Toyota,Highlander,2006.0,,7.0,26.0,,0
51453,Strark,ios web,Organic,2016-01-11,,,,,,,,,,0
51454,Strark,ios web,Referral,2016-01-03,2016-01-28,,,,,,25.0,,,0
51455,Berton,ios web,Organic,2016-01-17,2016-02-03,,,,,,17.0,,,0
51456,Berton,ios web,Paid,2016-01-30,,,,,,,,,,0
51457,Berton,windows,Paid,2016-01-22,2016-02-12,,,,,,21.0,,,0
51458,Strark,android web,Paid,2016-01-11,2016-01-19,,,,,,8.0,,,0
51459,Berton,ios web,Paid,2016-01-02,,,,,,,,,,0
51460,Berton,android web,Organic,2016-01-16,2016-01-24,2016-01-30,Mitsubishi,Montero,2002.0,,8.0,14.0,,0
51461,Strark,ios web,Referral,2016-01-17,2016-01-20,2016-02-04,Toyota,Camry,2012.0,2016-02-04,3.0,18.0,18.0,1
51462,Strark,ios web,Paid,2016-01-07,2016-02-22,,,,,,46.0,,,0
51463,Berton,mac,Paid,2016-01-01,2016-01-01,,,,,,0.0,,,0
51464,Strark,android web,Referral,2016-01-14,2016-01-19,,,,,,5.0,,,0
51465,Berton,windows,Referral,2016-01-05,2016-01-24,,,,,,19.0,,,0
51466,Strark,ios web,Paid,2016-01-06,,,,,,,,,,0
51467,Berton,windows,Paid,2016-01-02,2016-01-26,,,,,,24.0,,,0
51468,Strark,android web,Paid,2016-01-23,2016-02-18,2016-02-22,Chevrolet,Trailblazer,2004.0,,26.0,30.0,,0
51469,Berton,android web,Paid,2016-01-07,,,,,,,,,,0
51470,Strark,ios web,Paid,2016-01-04,2016-01-10,2016-01-13,Toyota,Prius V,2009.0,,6.0,9.0,,0
51471,Strark,mac,Organic,2016-01-12,2016-01-15,2016-02-11,Nissan,Sentra,2015.0,,3.0,30.0,,0
51472,Berton,ios web,Paid,2016-01-27,2016-02-02,,,,,,6.0,,,0
51473,Strark,ios web,Referral,2016-01-16,2016-01-29,2016-02-05,Honda,CR-V,2009.0,,13.0,20.0,,0
51474,Berton,windows,Paid,2016-01-06,2016-01-29,,,,,,23.0,,,0
51475,Berton,other,Organic,2016-01-24,2016-02-01,,,,,,8.0,,,0
51476,Berton,android web,Paid,2016-01-11,2016-01-14,,,,,,3.0,,,0
51477,Berton,android web,Paid,2016-01-09,2016-01-09,,,,,,0.0,,,0
51478,Berton,ios web,Organic,2016-01-14,2016-01-16,2016-01-18,Mazda,MAZDA6,2014.0,,2.0,4.0,,0
51479,Berton,ios web,Referral,2016-01-22,2016-01-23,2016-01-28,Honda,Civic,2010.0,2016-02-04,1.0,6.0,13.0,1
51480,Strark,windows,Paid,2016-01-27,,,,,,,,,,0
51481,Strark,windows,Paid,2016-01-23,2016-01-25,,,,,,2.0,,,0
51482,Strark,windows,Referral,2016-01-06,2016-01-24,,,,,,18.0,,,0
51483,Strark,android web,Referral,2016-01-06,2016-01-06,,,,,,0.0,,,0
51484,Berton,ios web,Referral,2016-01-27,2016-01-28,2016-02-01,Jeep,Grand Cherokee,2014.0,,1.0,5.0,,0
51485,Strark,mac,Referral,2016-01-27,2016-02-01,2016-02-04,Jaguar,X-Type,2002.0,,5.0,8.0,,0
51486,Strark,windows,Paid,2016-01-13,2016-01-26,,,,,,13.0,,,0
51487,Strark,ios web,Paid,2016-01-15,2016-01-16,2016-01-16,Honda,Accord,2014.0,2016-01-20,1.0,1.0,5.0,1
51488,Strark,ios web,Paid,2016-01-15,2016-02-10,,,,,,26.0,,,0
51489,Berton,mac,Paid,2016-01-01,,,,,,,,,,0
51490,Berton,ios web,Referral,2016-01-12,2016-01-12,,,,,,0.0,,,0
51491,Berton,ios web,Organic,2016-01-29,2016-02-04,,,,,,6.0,,,0
51492,Berton,mac,Organic,2016-01-22,2016-01-25,2016-01-26,Mazda,MAZDA3,2010.0,2016-01-31,3.0,4.0,9.0,1
51493,Berton,android web,Paid,2016-01-11,2016-01-23,,,,,,12.0,,,0
51494,Strark,ios web,Referral,2016-01-21,2016-01-31,2016-02-01,Honda,Civic,2015.0,,10.0,11.0,,0
51495,Strark,android web,Referral,2016-01-17,,,,,,,,,,0
51496,Berton,ios web,Referral,2016-01-01,2016-01-16,,,,,,15.0,,,0
51497,Berton,ios web,Paid,2016-01-01,2016-01-05,,,,,,4.0,,,0
51498,Berton,windows,Paid,2016-01-21,,,,,,,,,,0
51499,Strark,ios web,Referral,2016-01-20,2016-01-25,2016-01-28,Nissan,Versa,2012.0,,5.0,8.0,,0
51500,Berton,android web,Organic,2016-01-16,2016-01-30,,,,,,14.0,,,0
51501,Berton,windows,Paid,2016-01-18,,,,,,,,,,0
51502,Berton,mac,Paid,2016-01-26,2016-02-04,,,,,,9.0,,,0
51503,Wrouver,,Organic,2016-01-20,,,,,,,,,,0
51504,Strark,android web,Referral,2016-01-20,2016-01-22,,,,,,2.0,,,0
51505,Strark,mac,Paid,2016-01-28,2016-02-05,,,,,,8.0,,,0
51506,Strark,mac,Referral,2016-01-22,2016-02-11,,,,,,20.0,,,0
51507,Strark,android web,Organic,2016-01-16,2016-01-26,,,,,,10.0,,,0
51508,Strark,android web,Organic,2016-01-17,2016-02-15,,,,,,29.0,,,0
51509,Strark,ios web,Paid,2016-01-21,2016-01-27,,,,,,6.0,,,0
51510,Strark,ios web,Paid,2016-01-30,2016-02-05,,,,,,6.0,,,0
51511,Berton,ios web,Organic,2016-01-27,2016-01-29,,,,,,2.0,,,0
51512,Strark,mac,Paid,2016-01-26,2016-02-03,,,,,,8.0,,,0
51513,Strark,other,Referral,2016-01-17,2016-01-18,2016-02-20,Kia,Optima,2009.0,,1.0,34.0,,0
51514,Berton,mac,Organic,2016-01-03,2016-01-26,2016-02-07,Toyota,Corolla,2016.0,,23.0,35.0,,0
51515,Berton,mac,Organic,2016-01-18,2016-01-24,,,,,,6.0,,,0
51516,Berton,ios web,Referral,2016-01-03,2016-01-18,,,,,,15.0,,,0
51517,Strark,android web,Paid,2016-01-06,2016-01-06,,,,,,0.0,,,0
51518,Wrouver,ios web,Paid,2016-01-08,2016-02-20,,,,,,43.0,,,0
51519,Strark,mac,Paid,2016-01-06,2016-01-07,,,,,,1.0,,,0
51520,Strark,android web,Paid,2016-01-01,,,,,,,,,,0
51521,Berton,windows,Paid,2016-01-26,2016-01-29,,,,,,3.0,,,0
51522,Strark,ios web,Paid,2016-01-22,2016-02-14,,,,,,23.0,,,0
51523,Strark,android web,Paid,2016-01-02,2016-01-03,2016-02-24,Nissan,Maxima,2014.0,,1.0,53.0,,0
51524,Strark,android web,Paid,2016-01-25,,,,,,,,,,0
51525,Strark,other,Referral,2016-01-02,,2016-02-18,Nissan,Quest,2004.0,,,47.0,,0
51526,Strark,android web,Referral,2016-01-20,2016-01-24,2016-01-27,Hyundai,Elantra,2016.0,2016-02-01,4.0,7.0,12.0,1
51527,Berton,ios web,Paid,2016-01-03,2016-01-16,,,,,,13.0,,,0
51528,Wrouver,ios web,Referral,2016-01-19,2016-01-29,2016-02-19,Pontiac,Grand Am,2006.0,,10.0,31.0,,0
51529,Strark,,Organic,2016-01-30,2016-02-01,,,,,,2.0,,,0
51530,Berton,windows,Paid,2016-01-06,2016-01-19,,,,,,13.0,,,0
51531,Berton,ios web,Paid,2016-01-27,2016-01-29,,,,,,2.0,,,0
51532,Berton,ios web,Paid,2016-01-06,,,,,,,,,,0
51533,Strark,android web,Referral,2016-01-26,2016-01-28,2016-01-28,Ford,Explorer,2006.0,2016-02-21,2.0,2.0,26.0,1
51534,Strark,windows,Paid,2016-01-17,2016-01-18,,,,,,1.0,,,0
51535,Berton,windows,Referral,2016-01-08,2016-01-13,,,,,,5.0,,,0
51536,Strark,mac,Organic,2016-01-29,2016-02-20,2016-02-28,Hyundai,Elantra,2014.0,,22.0,30.0,,0
51537,Strark,,Referral,2016-01-08,,,,,,,,,,0
51538,Strark,,Organic,2016-01-26,2016-02-20,,,,,,25.0,,,0
51539,Berton,mac,Paid,2016-01-08,2016-01-27,2016-01-28,Honda,CR-V,2013.0,,19.0,20.0,,0
51540,Wrouver,android web,Paid,2016-01-03,,,,,,,,,,0
51541,Strark,ios web,Paid,2016-01-11,2016-01-22,2016-01-28,Nissan,Sentra,2015.0,,11.0,17.0,,0
51542,Strark,ios web,Referral,2016-01-14,2016-01-30,,,,,,16.0,,,0
51543,Strark,mac,Paid,2016-01-04,2016-01-30,,,,,,26.0,,,0
51544,Strark,android web,Paid,2016-01-16,2016-01-17,2016-01-20,Volkswagen,Passat,2002.0,,1.0,4.0,,0
51545,Strark,android web,Organic,2016-01-02,2016-01-02,,,,,,0.0,,,0
51546,Berton,android web,Paid,2016-01-20,,,,,,,,,,0
51547,Strark,android web,Paid,2016-01-23,2016-01-26,,,,,,3.0,,,0
51548,Strark,android web,Organic,2016-01-10,2016-02-03,2016-02-14,Nissan,Altima,2015.0,,24.0,35.0,,0
51549,Strark,android web,Paid,2016-01-11,,,,,,,,,,0
51550,Strark,,Referral,2016-01-05,,,,,,,,,,0
51551,Strark,mac,Organic,2016-01-26,2016-02-03,,,,,,8.0,,,0
51552,Wrouver,,Organic,2016-01-21,,,,,,,,,,0
51553,Wrouver,mac,Organic,2016-01-08,2016-01-17,2016-01-23,Honda,Civic Hybrid,2008.0,,9.0,15.0,,0
51554,Strark,,Organic,2016-01-20,,,,,,,,,,0
51555,Strark,android web,Paid,2016-01-08,,,,,,,,,,0
51556,Strark,windows,Paid,2016-01-27,2016-02-02,,,,,,6.0,,,0
51557,Wrouver,ios web,Referral,2016-01-23,2016-02-19,2016-02-20,BMW,3-series,2007.0,,27.0,28.0,,0
51558,Strark,android web,Paid,2016-01-27,2016-01-29,2016-02-27,Honda,Civic,2013.0,,2.0,31.0,,0
51559,Strark,,Referral,2016-01-05,,,,,,,,,,0
51560,Strark,android web,Referral,2016-01-22,,,,,,,,,,0
51561,Berton,windows,Paid,2016-01-14,2016-01-15,2016-01-18,Honda,Odyssey,2005.0,,1.0,4.0,,0
51562,Strark,android web,Organic,2016-01-21,2016-02-05,2016-02-17,Chevrolet,Malibu,2015.0,2016-02-17,15.0,27.0,27.0,1
51563,Wrouver,android web,Referral,2016-01-03,2016-01-16,,,,,,13.0,,,0
51564,Strark,android web,Paid,2016-01-25,2016-02-02,,,,,,8.0,,,0
51565,Berton,ios web,Paid,2016-01-01,2016-01-14,,,,,,13.0,,,0
51566,Strark,,Referral,2016-01-10,2016-01-17,,,,,,7.0,,,0
51567,Strark,android web,Paid,2016-01-03,2016-01-03,,,,,,0.0,,,0
51568,Wrouver,ios web,Referral,2016-01-19,2016-01-22,,,,,,3.0,,,0
51569,Strark,ios web,Paid,2016-01-09,2016-01-18,2016-01-19,Land Rover,Range Rover,2013.0,,9.0,10.0,,0
51570,Berton,ios web,Organic,2016-01-29,2016-02-03,2016-02-09,Chevrolet,Aveo,2009.0,,5.0,11.0,,0
51571,Strark,,Organic,2016-01-06,2016-01-07,,,,,,1.0,,,0
51572,Wrouver,ios web,Organic,2016-01-19,,,,,,,,,,0
51573,Berton,other,Paid,2016-01-29,2016-02-04,,,,,,6.0,,,0
51574,Berton,android web,Organic,2016-01-03,,,,,,,,,,0
51575,Strark,ios web,Organic,2016-01-14,2016-01-21,,,,,,7.0,,,0
51576,Strark,ios web,Paid,2016-01-19,2016-01-19,,,,,,0.0,,,0
51577,Berton,ios web,Paid,2016-01-01,2016-02-16,,,,,,46.0,,,0
51578,Berton,ios web,Referral,2016-01-11,,2016-02-25,Acura,RDX,2016.0,,,45.0,,0
51579,Berton,,Referral,2016-01-07,,,,,,,,,,0
51580,Berton,android web,Paid,2016-01-13,2016-01-20,,,,,,7.0,,,0
51581,Berton,ios web,Organic,2016-01-04,2016-02-08,,,,,,35.0,,,0
51582,Strark,windows,Organic,2016-01-02,,,,,,,,,,0
51583,Berton,,Referral,2016-01-21,,,,,,,,,,0
51584,Strark,mac,Organic,2016-01-22,,,,,,,,,,0
51585,Strark,windows,Paid,2016-01-29,2016-02-22,2016-02-28,Suzuki,Forenza,2004.0,,24.0,30.0,,0
51586,Berton,windows,Paid,2016-01-19,2016-01-20,,,,,,1.0,,,0
51587,Strark,android web,Referral,2016-01-06,2016-01-07,,,,,,1.0,,,0
51588,Berton,ios web,Paid,2016-01-03,,,,,,,,,,0
51589,Berton,,Referral,2016-01-27,,,,,,,,,,0
51590,Strark,ios web,Organic,2016-01-19,2016-01-26,,,,,,7.0,,,0
51591,Strark,android web,Paid,2016-01-02,2016-02-21,,,,,,50.0,,,0
51592,Berton,ios web,Paid,2016-01-05,2016-01-17,,,,,,12.0,,,0
51593,Strark,android web,Referral,2016-01-22,2016-01-22,2016-01-23,Ford,Focus,2008.0,2016-02-17,0.0,1.0,26.0,1
51594,Strark,ios web,Referral,2016-01-09,2016-01-11,2016-01-15,Hyundai,Sonata,2015.0,2016-02-07,2.0,6.0,29.0,1
51595,Strark,android web,Referral,2016-01-04,2016-02-02,2016-02-03,Kia,Optima,2015.0,,29.0,30.0,,0
51596,Berton,windows,Referral,2016-01-04,2016-01-07,2016-01-10,Nissan,Juke,2011.0,2016-01-12,3.0,6.0,8.0,1
51597,Strark,ios web,Referral,2016-01-07,2016-01-07,,,,,,0.0,,,0
51598,Berton,ios web,Paid,2016-01-06,2016-01-12,,,,,,6.0,,,0
51599,Berton,ios web,Paid,2016-01-25,2016-01-26,,,,,,1.0,,,0
51600,Strark,android web,Paid,2016-01-18,2016-02-03,,,,,,16.0,,,0
51601,Strark,android web,Paid,2016-01-22,2016-01-26,,,,,,4.0,,,0
51602,Berton,android web,Referral,2016-01-30,2016-02-17,,,,,,18.0,,,0
51603,Wrouver,android web,Paid,2016-01-16,2016-01-24,,,,,,8.0,,,0
51604,Berton,ios web,Paid,2016-01-06,,,,,,,,,,0
51605,Berton,android web,Paid,2016-01-24,2016-02-29,,,,,,36.0,,,0
51606,Strark,ios web,Referral,2016-01-15,2016-02-09,,,,,,25.0,,,0
51607,Strark,mac,Paid,2016-01-30,2016-01-31,2016-02-04,Scion,xB,2012.0,2016-02-05,1.0,5.0,6.0,1
